[13:25:16] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:42)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[23:55:58] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
